age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,id
38,Private,436361,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,75,United-States,14015
65,Private,209831,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,14017
32,Private,200700,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,14020
30,Local-gov,191777,HS-grad,9,Never-married,Protective-serv,Own-child,Black,Female,0,0,40,United-States,14021
42,Private,141558,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,14028
30,Private,103642,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,14031
26,Private,169727,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,14032
63,Private,246841,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,14038
32,Private,154087,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,14039
24,Private,50400,Some-college,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,14041
21,Private,65038,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,14043
17,Private,225211,9th,5,Never-married,Other-service,Own-child,Black,Male,0,0,35,United-States,14044
22,Private,390817,5th-6th,3,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,40,Mexico,14048
45,Private,97176,11th,7,Divorced,Adm-clerical,Unmarried,White,Female,0,0,16,United-States,14059
35,Private,224889,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,14070
29,Self-emp-not-inc,178564,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,14071
32,Local-gov,223267,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,14078
32,Private,183801,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,14085
25,Private,209227,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,21,United-States,14086
64,Private,216208,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,14087
39,Private,117683,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,14096
25,Private,427744,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,14097
33,Private,204742,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,14103
43,Private,298161,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,Nicaragua,14106
21,Private,152389,Some-college,10,Never-married,Other-service,Not-in-family,Black,Female,0,0,30,United-States,14108
39,Private,270059,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,14111
29,Private,130045,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,14112
21,Private,230248,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,14127
21,Private,203894,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,14130
39,Private,28572,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,48,United-States,14132
78,,91534,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,3,United-States,14133
30,Private,184687,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,United-States,14134
27,Federal-gov,46442,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Female,0,0,35,United-States,14138
24,Private,417668,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,14139
41,Private,223763,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,14140
38,Local-gov,115634,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,14142
29,Private,59231,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,14145
26,Private,292303,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,14146
21,,121694,7th-8th,4,Never-married,,Own-child,White,Male,0,0,40,United-States,14155
34,Local-gov,172664,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,14157
21,Private,394484,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,14160
57,Private,84888,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,14162
37,Private,188503,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,14163
,Private,128272,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,14,United-States,14167
24,State-gov,289909,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,14169
30,Private,169589,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,14171
58,Local-gov,489085,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,14173
37,Private,253420,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,25,United-States,14175
18,Private,282609,5th-6th,3,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,30,Honduras,14177
,Private,205051,10th,6,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,14179
47,Private,204692,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,14182
49,Private,195956,Bachelors,13,Divorced,Tech-support,Unmarried,White,Female,0,0,35,United-States,14183
59,State-gov,202682,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,14184
22,Private,231912,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,37,United-States,14185
76,Private,278938,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,14186
50,Local-gov,36489,10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,14187
33,Local-gov,154874,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,14188
37,Self-emp-inc,162164,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,14189
40,Private,239708,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,14190
48,Self-emp-inc,85109,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,14192
42,Private,345363,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,England,14194
30,State-gov,180283,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,14197
40,Local-gov,95639,HS-grad,9,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,United-States,14198
42,Private,33155,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,14199
,Private,24694,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,14200
29,Private,95465,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,42,United-States,14210
35,Private,166193,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,14216
,Private,346594,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,14218
41,Private,307468,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,14223
33,Private,136331,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,14226
40,Self-emp-not-inc,198953,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,Black,Female,0,0,2,United-States,14230
23,Private,67958,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,14233
,Federal-gov,154675,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,14236
35,Private,54953,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,14241
28,Private,125321,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,14243
43,State-gov,438427,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,14245
37,Private,126675,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,57,United-States,14259
31,Private,121768,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,Poland,14260
24,Private,228960,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,14265
47,Private,103020,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,0,0,40,Puerto-Rico,14267
31,Local-gov,50649,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,14268
50,Private,321770,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,14272
49,Private,202053,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,32,United-States,14273
21,Private,78170,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,42,United-States,14282
44,Private,115932,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,14301
21,Private,27049,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,14302
23,Private,291011,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,14314
,Private,48301,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,14322
36,Private,289190,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,14327
31,Private,203488,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,14333
26,Private,94652,Some-college,10,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,14336
43,Private,336042,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,14338
23,Private,193586,Some-college,10,Separated,Farming-fishing,Other-relative,White,Female,0,0,40,United-States,14339
21,Local-gov,32639,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,14341
58,Private,33350,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States,14347
38,Private,335104,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,14350
57,Self-emp-inc,165881,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,14351
35,Local-gov,387777,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,52,United-States,14352
46,Private,186078,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,45,United-States,14368
26,Private,41521,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,14369
39,Private,150125,Assoc-acdm,12,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,14372
27,Private,136448,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,14375
36,Self-emp-not-inc,202950,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Iran,14376
57,Private,237691,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,14377
28,Private,33798,12th,8,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,14380
49,State-gov,118567,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,14385
41,Private,235167,5th-6th,3,Married-spouse-absent,Priv-house-serv,Not-in-family,White,Female,0,0,32,Mexico,14387
64,,45817,9th,5,Married-civ-spouse,,Husband,White,Male,0,0,50,United-States,14392
18,State-gov,76142,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,8,United-States,14395
26,Private,359327,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,,14407
27,Local-gov,177072,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Male,0,0,16,United-States,14414
66,,37331,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,15,United-States,14415
41,Private,167725,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,14416
37,Self-emp-not-inc,111129,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,14421
48,Federal-gov,247043,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,14427
18,Private,118938,11th,7,Never-married,Sales,Own-child,White,Male,0,0,18,United-States,14430
49,Private,187563,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,14439
71,Private,137499,HS-grad,9,Widowed,Sales,Other-relative,White,Female,0,0,16,United-States,14440
26,Private,154604,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,14448
26,Local-gov,216522,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,0,0,42,United-States,14450
50,Private,191062,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,14456
27,Private,132963,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,14457
58,Private,153551,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,14458
50,Private,233369,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,14469
42,Private,115511,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,14500
22,Private,233624,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,14507
27,Private,42734,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,25,United-States,14508
53,Self-emp-not-inc,30008,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,14514
34,Federal-gov,172716,12th,8,Married-civ-spouse,Armed-Forces,Husband,White,Male,0,0,40,United-States,14516
27,Private,155057,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,70,United-States,14517
45,Self-emp-not-inc,183710,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,14526
36,Self-emp-inc,487085,7th-8th,4,Never-married,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,14532
55,Local-gov,133201,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,14534
71,Private,77253,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,17,United-States,14535
40,Private,151294,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,48,United-States,14539
33,Private,277455,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,14541
26,Private,245628,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,Mexico,14545
34,Private,113198,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,28,United-States,14549
72,Self-emp-not-inc,473748,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,14559
25,Self-emp-not-inc,159909,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,14563
26,Private,245029,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,14568
41,Private,74182,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,14572
31,Private,243442,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,14576
32,Private,328060,9th,5,Separated,Other-service,Unmarried,Other,Female,0,0,40,Mexico,14577
,Private,208470,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,14580
25,Private,66935,Bachelors,13,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,14584
44,Self-emp-not-inc,445382,Some-college,10,Divorced,Other-service,Unmarried,White,Male,0,0,40,United-States,14588
36,Private,416745,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,48,United-States,14591
49,Federal-gov,195949,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,14593
29,Federal-gov,59932,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,14595
44,Private,121781,Some-college,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,37,United-States,14598
45,Self-emp-not-inc,123088,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,14610
56,Private,102106,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,14612
24,Private,235894,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,14613
71,Self-emp-not-inc,172046,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,14614
22,Private,59924,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,14619
35,Private,180988,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,39,United-States,14625
31,Private,62374,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,14630
36,Private,93225,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,14633
44,Private,271792,Bachelors,13,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,14636
54,Private,118793,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,14642
43,State-gov,308498,HS-grad,9,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,14644
31,Private,291702,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,14648
64,Private,126233,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,14652
42,Self-emp-not-inc,79036,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States,14653
44,Private,145160,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,58,United-States,14655
29,Private,160279,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,14668
,,424884,10th,6,Separated,,Not-in-family,White,Male,0,0,30,United-States,14673
19,,46400,Some-college,10,Never-married,,Not-in-family,White,Female,0,0,24,United-States,14674
34,Private,84119,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,14676
23,Private,195532,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,14677
50,Private,191299,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,14678
50,Private,173630,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States,14685
38,Private,29874,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,14692
21,Private,107895,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,35,United-States,14699
39,Private,63021,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,20,United-States,14700
32,Private,316470,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,Mexico,14704
37,Private,50837,7th-8th,4,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,14711
58,Private,137506,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,14712
34,Private,193565,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,14715
62,,337721,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,8,United-States,14722
34,Private,169605,10th,6,Separated,Other-service,Unmarried,White,Female,0,0,36,United-States,14736
24,Private,450695,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,14737
19,Private,63918,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,14738
22,,77873,9th,5,Never-married,,Not-in-family,White,Male,0,0,30,United-States,14742
72,,194548,Some-college,10,Married-spouse-absent,,Not-in-family,White,Male,0,0,3,United-States,14743
24,Private,140001,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,35,El-Salvador,14746
30,Private,35644,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,14752
39,State-gov,179668,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,70,United-States,14754
,Local-gov,368675,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,14757
28,Self-emp-inc,146042,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,14771
39,Private,252327,9th,5,Separated,Craft-repair,Own-child,White,Male,0,0,35,Mexico,14786
43,Private,90582,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,14787
,Private,226668,HS-grad,9,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,0,0,35,United-States,14793
31,Private,217962,Some-college,10,Never-married,Protective-serv,Other-relative,Black,Male,0,0,40,,14798
23,Private,159709,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,14800
39,Self-emp-not-inc,83242,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,14802
36,Private,143385,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,14803
17,Private,104232,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States,14816
23,Private,160968,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,United-States,14821
34,Private,207301,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,20,United-States,14829
57,,176897,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,60,United-States,14834
62,Private,174201,9th,5,Widowed,Other-service,Unmarried,Black,Female,0,0,25,United-States,14835
45,Private,167617,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,14836
62,Private,319582,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,32,United-States,14838
25,Private,248990,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Guatemala,14839
49,Private,144396,11th,7,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States,14840
25,Federal-gov,55636,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,14841
39,Private,185624,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,14842
27,Local-gov,125442,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,14843
30,Private,243841,HS-grad,9,Divorced,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,40,South,14844
17,Private,194612,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,14850
26,Private,272618,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,14854
,Private,74660,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,14855
26,Private,201481,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,14856
37,Self-emp-inc,116554,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,70,United-States,14875
30,Private,144593,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,,14876
26,State-gov,147719,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,20,India,14877
48,Private,178686,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,14880
50,Private,289390,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,47,United-States,14888
32,Private,390157,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,14890
,Private,234328,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,14891
23,Private,166527,Some-college,10,Never-married,Exec-managerial,Own-child,Other,Female,0,0,40,United-States,14893
30,Private,210906,HS-grad,9,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,0,0,40,United-States,14895
38,Private,405284,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,14896
19,Private,25429,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,14898
45,Private,231672,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,14899
28,,389857,HS-grad,9,Married-civ-spouse,,Other-relative,White,Male,0,0,16,United-States,14911
29,,108775,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,Dominican-Republic,14914
60,Private,349898,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,44,United-States,14917
25,Private,193773,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,35,United-States,14923
58,Private,293399,11th,7,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,14927
62,Private,24515,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,14931
45,Private,183092,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,14935
43,Private,302041,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,14940
17,Private,138293,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,14949
34,Self-emp-not-inc,80933,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,14953
31,Private,126402,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Female,0,0,60,United-States,14956
31,Local-gov,80058,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,64,United-States,14958
42,Private,157367,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,35,,14960
25,Private,146117,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,42,United-States,14962
36,Private,35429,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,14968
32,Local-gov,177794,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,14970
51,Local-gov,35211,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,14972
20,Private,229414,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,14980
68,Local-gov,31725,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,14987
46,Private,171199,Bachelors,13,Divorced,Machine-op-inspct,Unmarried,Other,Female,0,0,40,Puerto-Rico,15010
48,Private,128432,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,15011
20,Private,219262,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,15015
22,Private,71379,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,15016
23,Private,80680,Some-college,10,Married-civ-spouse,Sales,Own-child,White,Female,0,0,16,United-States,15023
36,Private,301227,5th-6th,3,Separated,Priv-house-serv,Unmarried,Other,Female,0,0,35,Mexico,15024
25,Local-gov,176616,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,15026
46,Private,353219,9th,5,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,15027
21,Private,216672,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,15037
30,State-gov,158291,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,15038
